Review,hasil_akhir,Sentimen
entah kenapa setelah pembaruan aku merasakan ada nya penurunan bingkai dan tutup paksa yang agak menyebalkan sebelum pembaruan itu belum pernah terjadi apa mungkin sekarang wuthering warves di seluler sudah bertambah ukuran full size nya yang tadi 20 GB jadi 40 GB ya tapi tolong di peringan sedikit untuk kenyamanan pemain dalam bermain permainan,entah baru saya rasa nya turun bingkai tutup paksa sebal baru pernah jadi apa mungkin sekarang wuthering warves seluler tambah ukur full size nya tadi gb jadi gb pering sedikit nyaman main main main,negatif
"dari segi permainan sudah bagus semua, tapi tolong tambahkan transkripsi Indonesia",segi main bagus semua tambah transkripsi indonesia,positif
"Tidak ada Bahasa Indonesia ,Bagi penikmat cerita permainan Ini sangat kurang",bahasa indonesia nikmat cerita main sangat kurang,negatif
"tolonglah, tambahkan bahasa Indonesia",tolong tambah bahasa indonesia,negatif
banyakin karakter cowo nya bang 🙏,banyakin karakter cowo nya abang,negatif
"permainan perbudak pemain f2p, udah gacha hard pity Mulu sampe 6 karakter b5 sama signature nya semuanya pity hard, dan juga permasalahan up 1 echo aja udah 20+ tumbal echo dan tune ga ada yg bagus pdhl cuman nyari crit rate dan crit damage di stat echo nya dipersulit bgt. (mohon diperbaiki jangan bikin orang kesusahan bermain dan akhirnya pada pensiun bermain nih permainan)",main budak main f bapak sudah gacha hard pity terus sampai karakter b sama signature nya semua pity hard masalah up echo saja sudah tumbal echo tune tidak yang bagus padahal cuman cari crit persentase crit damage statistik echo nya sulit begitu mohon baik jangan bikin orang susah main akhir pensiun main ini main,negatif
GABISA LOGIN JIRRR MEMO MASIH BANYAK PDHL😭😭😭,tidak bisa masuk jirrr memo banyak padahal,negatif
ok,,positif
mantap,mantap,positif
kurang bahasa indonesia.. sampai sekarang main tapi gak tau ceritanya tentang apa. hehh,kurang bahasa indonesia sekarang main tidak tahu cerita apa hehh,negatif
"Ini permainan untuk cerita versi 2.2 nya mahakarya sih, gila banget yg bikin cerita nya keren parah",main cerita versi nya mahakarya sih gila banget yang bikin cerita nya keren parah,positif
permainan keren,main keren,positif
MANTAP GACHA AKU WANGI,mantap gacha saya wangi,positif
tambahin transkripsi indo baru b5,tambah transkripsi indonesia baru b,negatif
mantap,mantap,positif
ko gw unduh data nya gak bisa si,kok saya unduh data nya tidak si,negatif
"bro, gw main ni permainan krna CHR NY CAKEP"" BJIER. nth lah kya selain honkai star yg gw main krna chr ny cakep, ini termasuk top #1 sih ya. but PLSSS chr cwo ny donggg biar makin gacor( makin semangat gw nguli bosss wkwkwkwk",bro saya main ini main karena chr nya cakep bjier nth lah seperti honkai star yang saya main karena chr nya cakep masuk mantap sih but plsss chr cwo nya donggg biar makin gacor makin semangat saya nguli bosss wkwkwkwk,positif
sempet pensi. pas balik lagi akun ilang.,sempat pensi pas balik akun ilang,negatif
"pengembang yang pantas dapat kesetiaan, benar-benar mendengar para pemain nya. optimisasi permainannya beneran kerasa kalo dibandingin sama pas awal rilis. menurut saya permainannya udah sempurna, adventure nya asik, worldnya beneran hidup. permainan menantang, walaupun ada indikator parry sih (mohon tambahin pengaturan untuk menghilangkan indikator nya). untuk masalah bug, selama main saya gak pernah kena bug sih. (sedikit ide gila, kalo bisa tambahin boss dari PGR, mungkin Musashi atau yang lain)",kembang pantas setia benar benar dengar main nya optimisasi main benar rasa kalaupun dibandingin sama pas awal rilis main sudah sempurna adventure nya asyik worldnya benar hidup main tantang walaupun indikator parry sih mohon tambah atur hilang indikator nya masalah bug lama main tidak pernah kena bug sih sedikit ide gila kalaupun tambah boss pgr mungkin musashi,positif
"Mohon kepada pengembang untuk segera mengembangkan, setiap pembaruan tidak perlu unduh ulang seluruh Data",mohon kembang segera kembang baru perlu unduh ulang seluruh data,negatif
kuro kalo mabar karakter berdua minimal kasih karakter nya 4 lah jangan 3,kuro games kalaupun mabar karakter dua minimal kasih karakter nya lah jangan,negatif
"berhenti muncul di iklan gua pls, capek sama ni permainan maksa Mulu buat main",henti muncul iklan saya pls capek sama ini main maksa terus buat main,negatif
"5star, charnya keren, permainan keren, map jg keren ga kepalang. Tp pls kuro... aku cuma mau geshu lin permainanable🥹 bilang 'iya' geshulin bakal permainanable... udh nunggu lama bgt🥹🙏",star charnya keren main keren map juga keren tidak kepalang tapi pls kuro games saya hanya mau geshu lin permainanable bilang iya geshulin bakal permainanable sudah nunggu lama begitu,positif
"terima kasih bngt buat bang kuro biasa nya sekali MT pembaruan bisa 20 GB an, sekarang udh turun jadi 17 GB an 🗿",terima kasih banget buat abang kuro games biasa nya sekali mt baru gb an sekarang sudah turun jadi gb an,positif
"gacha bau terus cik, mana udah hard pity lagi",gacha bau terus cik mana sudah hard pity,negatif
mantap,mantap,positif
Gacha Gw Wangi Banget njir😂😂😂😂,gacha saya wangi banget njir,positif
kadang baik kadang jahat kalo gacha,kadang baik kadang jahat kalaupun gacha,negatif
"Baru nyoba dan wow,lumayan juga,Rpg seluler yang worth selain genshin",baru nyoba wow lumayan rpg seluler worth genshin,positif
permainan ini asli bagus banget cerita ga bosenin visual effect pertarungan nya bagus mekanik nya mantap cuma kurang 1 aja transkripsi Indonesia nya ga ada moga aja ditambahin transkripsi Indonesia buat lebih enak eksplor nya🤣🙏🏼,main asli bagus banget cerita tidak bosenin visual effect tarung nya bagus mekanik nya mantap hanya kurang saja transkripsi indonesia nya tidak moga saja ditambahin transkripsi indonesia buat lebih enak eksplor nya,positif
Sangat memuaskan. Terutama untuk grafik dan desain karakter. Hanya kurang memuaskan untuk peningkatan level karakter yang sangat mahal. Butuh setidaknya 2 minggu (untukku) untuk meningkatkan 1 karakter ke level maksimal. Setidaknya berikanlah peningkatan kepastian jumlah item yang dijatuhkan oleh Echos.,sangat muas utama grafik desain karakter kurang muas tingkat level karakter sangat mahal butuh minggu untuk tingkat karakter level maksimal beri tingkat pasti jumlah hitam jatuh echos,positif
tolong kalo bisa ada transkripsi bahasa indonesia,kalaupun transkripsi bahasa indonesia,negatif
mantab,mantap,positif
Tolong kasih transkripsi Indonesia,kasih transkripsi indonesia,negatif
bagus,bagus,positif
kepada kuro permainan dengan sepenuh hati saya mengucapkan saya sangat menyukai permainan ini karena dari cerita nya bagus desain karakter juga bagus apalagi changli awwwwwwwwwwwww aku suka banget tapi tolong yah masalah jaringan tolong di benahi lagi... padahl sinyal ku bagus tapi kok tetep kuning bg tolong ya,kuro games main sepenuh hati ucap sangat suka main cerita nya bagus desain karakter bagus changli awwwwwwwwwwwww saya suka banget yah masalah jaring benah padahal sinyal ku bagus kok tetap kuning bagi,positif
"permainan nya bagus,sistem gachanya dermawan,awal awal dikasih milih karakter B5 dah mantap,tapi masalah jaringan tolong di perbaiki,di hp saya sinyal nya 4g tapi di permainan nya sinyal nya merah Mulu,mentok mentok kuning,",main nya bagus sistem gachanya dermawan awal awal kasih pilih karakter b sudah mantap masalah jaring baik ponsel sinyal nya tidak main nya sinyal nya merah terus mentok mentok kuning,positif
"makin kerenn,makin lama makin baguss terusin pengembangv",makin kerenn makin lama makin baguss terus pengembangv,positif
semoga transkripsi Indonesia di tambahkan 🙏🙏🙏,moga transkripsi indonesia tambah,negatif
"permainan bagus gak ada keluhan,cuma tidak optimal di prangkat saya",main bagus tidak keluh hanya optimal prangkat,positif
"tolong dong setelah pembaruan, jangan suka unduh data ulang. udh kyk unduh dari awal",dong baru jangan suka unduh data ulang sudah seperti unduh awal,negatif
kok harus unduh ulang kalau mau pembaruan.,kok unduh ulang kalau mau baru,negatif
"tidak adanya transkripsi Indonesia membuat saya tidak terlalu paham tentang isi cerita dari permainan ini, banyak sekali kata/penamaan yang saya tidak pahami dan membuat saya skip ceritanya. mohon tambahkan transkripsi Indonesia",ada transkripsi indonesia buat terlalu paham isi cerita main banyak sekali kata nama paham buat skip cerita mohon tambah transkripsi indonesia,negatif
wow,wow,positif
mantap,mantap,positif
MC nya capek ama ganteng poll,karakter utama nya capek sama ganteng poll,positif
knp ni akun gw hilang bjir wuwa GIMANA SIHH? GW DAH MAIN AMPE LVL 50AN MLH DISURUH BUAT AKUN BARU ANEH,kenapa ini akun saya hilang bjir wuthering waves bagaimana sihh saya sudah main sampai lvl an mlh suruh buat akun baru aneh,negatif
seru dengan pertarungan seperti soul permainan,seru tarung soul main,positif
"bagus, tpi tolong sistem pembaruan nya diubah karna setiap kali pembaruan terutama diseluler(android) dia selalu unduh data ulang dan data yg lama dihapus sepenuhnya. dan itu sangat penting bagi pengguna kuota/data karna akan memakan kuota sangat boros jika pembaruan lalu unduh data ulang. semoga didengar oleh orang kuro, terimakasih.",bagus tapi sistem baru nya ubah karena kali baru utama seluler android selalu unduh data ulang data yang lama hapus sepenuh sangat penting guna kuota data karena makan kuota sangat boros baru lalu unduh data ulang moga dengar orang kuro games terima kasih,positif
permainan baik,main baik,positif
"pembawaan cerita misinya bagus, dan permainan nya yang unik",bawa cerita misi bagus main nya unik,positif
aku nak semua,saya nak semua,negatif
"permainan permainan nya sangat bagus saya suka, cuma ada kendala saat pembaruan yg tidak selesai² jadi menyebabkan tidak bisa main, mohon gm perbaikannya🙏",main main nya sangat bagus suka hanya kendala baru yang selesai jadi sebab main mohon gm baik,positif
"permainan bloon selalu pembaruan ulang sebesar 17 giga udah lama lagi pembaruan nya,acara nya susah susah untuk diselesaikan Dan mudah penurunan bingkai seperti tidak stabil",main bodoh selalu baru ulang besar giga sudah lama baru nya acara nya susah susah selesai mudah turun bingkai stabil,negatif
optimalisasi yang sangat bagus 👍👌👌❤‍🔥,optimalisasi sangat bagus,positif
permainan terbaik,main baik,positif
"permainan bagus, mau dari segi grafik cerita animasi ini yg terbaik terutama pengembang yg selalu mendengar keluh kesah Player, aku sangat menyukai permainan ini",main bagus mau segi grafik cerita animasi yang baik utama kembang yang selalu dengar keluh kesah main saya sangat suka main,positif
saya mendapatkan banyak istri di sini,dapat banyak istri sini,positif
1 KATA(MASTERPIECE),kata masterpiece,positif
"bagus kok aku suka aku suka, tapi minusnya kalau pembaruan gila sih unduh semua ulang🥲",bagus kok saya suka saya suka minus kalau baru gila sih unduh semua ulang,positif
pengembang baik,kembang baik,positif
peningkatan kurang banget masih jelek,peningkatan kurang sekali jelek,negatif
Mantab jir,mantap jir,positif
"mantap,aku suka",mantap saya suka,positif
tolong kalo pembaruan jangan kayak unduh ulang dong mati gw kalo stiap bulan kek gtu gw cuma main 1 bulan sekali masa harus unduh ulang teroooos tolong laaaa,kalaupun baru jangan seperti unduh ulang dong mati saya kalaupun tiap bulan seperti begitu saya hanya main bulan sekali masa unduh ulang teroooos laaaa,negatif
"ayolah kuro masa kalah 3 kali berturut turut kalah, guarantee,kalah , guarantee, kalah guarantee gitu Mulu kaga pernah menang rate off 2x terus ya high pity Mulu sumpah kalah high pity guarantee pun high pity gitu pula di senjata ayolah gw dah buang waktu nyampe begadang buat satu char hasilnya apa? di kasih kalah kont. mau pgr mau wuwa sama aja qnj",ayo kuro games masa kalah kali turut turut kalah guarantee kalah guarantee kalah guarantee begitu terus tidak pernah menang persentase off kali terus high pity terus sumpah kalah high pity guarantee high pity begitu senjata ayo saya sudah buang waktu sampai begadang buat satu karakter hasil apa kasih kalah kont mau pgr mau wuthering waves sama saja qnj,negatif
mantapppp,mantapppp,positif
Panjang umur permainan baik,panjang umur main baik,positif
perlu Peningkatan,perlu peningkatan,negatif
"permainannya seru, dari segi permainan, mekanik, sound effect nya jga keren. cerita yg bagus, menyimpan banyak misteri, ada fitur skip jga untuk mempermudah proses permainan, cocok untuk orang yg lumayan sibuk. keseluruhan permainan ini sangat bagus. pengembangnya jga baik, mau mendengarkan masukan pemain",main seru segi main mekanik sound effect nya juga keren cerita yang bagus simpan banyak misteri fitur skip juga mudah proses main cocok orang yang lumayan sibuk seluruh main sangat bagus kembang juga baik mau dengar masuk main,positif
permainan yang bagus,main bagus,positif
Mantap,mantap,positif
permainannya bagus banget kualitas grafiknya juga bagus tapi janlup tambahin lagi karakter cowoknya 😌,main bagus banget kualitas grafik bagus janlup tambah karakter cowok,positif
kenapa pembaruan mentok di 100% trus?,baru mentok terus,negatif
"permainan nya udah bagus, malah bagus banget. cuman satu saran ku buat kuro permainan : Tolong dikasih bahasa Indonesia dong, biar enak aja gitu jalanin cerita. cukup sekian aja masukan dariku.",main nya sudah bagus malah bagus banget cuman satu saran ku buat kuro games main kasih bahasa indonesia dong biar enak saja begitu jalan cerita cukup sekian saja masuk dari,positif
tolong bahasa Indonesia,bahasa indonesia,negatif
bangke pembaruan 17gb,bangke baru gb,negatif
makasih telah menciptakan changli dan catanrella... 😋,makasih cipta changli catanrella,positif
permainan baik lek,main baik lek,positif
bagus cuma minus agak gak lancar sama agak kikir,bagus hanya minus tidak lancar sama kikir,negatif
kuro tolong hapus fitur skip cerita atau buat skip cerita di hal yang tidak terlalu penting.,kuro games hapus fitur skip cerita buat skip cerita terlalu penting,negatif
